state,county,community,communityname,fold,population,householdsize,racepctblack,racePctWhite,racePctAsian,racePctHisp,agePct12t21,agePct12t29,agePct16t24,agePct65up,numbUrban,pctUrban,medIncome,pctWWage,pctWFarmSelf,pctWInvInc,pctWSocSec,ptWPubAsst,pctWRetire,medFamInc,perCapInc,whitePerCap,blackPerCap,indianPerCap,AsianPerCap,OtherPerCap,HispPerCap,NumUnderPov,PctPopUnderPov,PctLess9thGrade,PctNotHSGrad,PctBSorMore,PctUnemployed,PctEmploy,PctEmplManu,PctEmplProfServ,PctOccupManu,PctOccupMgmtProf,MalePctDivorce,MalePctNevMarr,FemalePctDiv,TotalPctDiv,PersPerFam,PctFam2Par,PctKids2Par,PctYoungKids2Par,PctTeen2Par,PctWorkMomYoungKids,PctWorkMom,NumIlleg,PctIlleg,NumImmig,PctImmigRecent,PctImmigRec5,PctImmigRec8,PctImmigRec10,PctRecentImmig,PctRecImmig5,PctRecImmig8,PctRecImmig10,PctSpeakEnglOnly,PctNotSpeakEnglWell,PctLargHouseFam,PctLargHouseOccup,PersPerOccupHous,PersPerOwnOccHous,PersPerRentOccHous,PctPersOwnOccup,PctPersDenseHous,PctHousLess3BR,MedNumBR,HousVacant,PctHousOccup,PctHousOwnOcc,PctVacantBoarded,PctVacMore6Mos,MedYrHousBuilt,PctHousNoPhone,PctWOFullPlumb,OwnOccLowQuart,OwnOccMedVal,OwnOccHiQuart,RentLowQ,RentMedian,RentHighQ,MedRent,MedRentPctHousInc,MedOwnCostPctInc,MedOwnCostPctIncNoMtg,NumInShelters,NumStreet,PctForeignBorn,PctBornSameState,PctSameHouse85,PctSameCity85,PctSameState85,LemasSwornFT,LemasSwFTPerPop,LemasSwFTFieldOps,LemasSwFTFieldPerPop,LemasTotalReq,LemasTotReqPerPop,PolicReqPerOffic,PolicPerPop,RacialMatchCommPol,PctPolicWhite,PctPolicBlack,PctPolicHisp,PctPolicAsian,PctPolicMinor,OfficAssgnDrugUnits,NumKindsDrugsSeiz,PolicAveOTWorked,LandArea,PopDens,PctUsePubTrans,PolicCars,PolicOperBudg,LemasPctPolicOnPatr,LemasGangUnitDeploy,LemasPctOfficDrugUn,PolicBudgPerPop,ViolentCrimesPerPop
45,NA,NA,RockHill,5,0.05,0.54,0.74,0.4,0.05,0.01,0.61,0.68,0.57,0.39,0.07,1,0.25,0.62,0.12,0.28,0.47,0.36,0.41,0.26,0.22,0.29,0.19,0.1,0.16,0.32,0.43,0.06,0.43,0.57,0.65,0.27,0.44,0.51,0.62,0.32,0.66,0.31,0.54,0.58,0.5,0.54,0.53,0.36,0.32,0.41,0.38,0.78,0.72,0.06,0.72,0,0.27,0.2,0.37,0.54,0.02,0.02,0.03,0.04,0.95,0.03,0.34,0.31,0.48,0.46,0.52,0.41,0.25,0.57,0,0.05,0.75,0.43,0.28,0.42,0.54,0.55,0.44,0.09,0.09,0.11,0.18,0.23,0.26,0.3,0.42,0.35,0.53,0.03,0,0.03,0.71,0.51,0.63,0.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07,0.15,0.01,NA,NA,NA,NA,0,NA,0.85
12,NA,NA,Sarasota,5,0.07,0.22,0.32,0.73,0.04,0.09,0.27,0.37,0.25,0.82,0.08,1,0.22,0.25,0.15,0.52,0.76,0.26,0.58,0.24,0.38,0.43,0.17,0.17,0.18,0.24,0.32,0.06,0.34,0.26,0.4,0.33,0.26,0.35,0.16,0.41,0.28,0.37,0.85,0.44,0.77,0.84,0.22,0.26,0.26,0.29,0.24,0.62,0.68,0.04,0.4,0.02,0.24,0.3,0.32,0.36,0.11,0.12,0.12,0.12,0.86,0.09,0.15,0.11,0.2,0.15,0.31,0.43,0.18,0.8,0,0.22,0.34,0.47,0.22,0.29,0.58,0.48,0.17,0.14,0.14,0.17,0.33,0.35,0.4,0.37,0.62,0.56,0.29,0.05,0.02,0.19,0.21,0.43,0.56,0.45,0.07,0.72,0.94,0.63,0.05,0.34,0.16,0.72,0.67,0.94,0.05,0,0.14,0.05,0.1,0.64,0.06,0.04,0.29,0.09,0.32,0.06,0.25,0,0.7,0.54,0.76
48,NA,NA,Irving,5,0.23,0.33,0.15,0.68,0.28,0.3,0.38,0.69,0.41,0.14,0.25,1,0.33,0.86,0.31,0.38,0.13,0.09,0.17,0.34,0.39,0.43,0.31,0.17,0.26,0.24,0.3,0.15,0.27,0.25,0.32,0.42,0.31,0.8,0.35,0.2,0.35,0.41,0.68,0.51,0.75,0.74,0.45,0.58,0.59,0.67,0.56,0.7,0.69,0.05,0.19,0.13,0.47,0.56,0.68,0.79,0.41,0.43,0.48,0.51,0.66,0.31,0.27,0.21,0.37,0.49,0.35,0.23,0.37,0.73,0,0.42,0.54,0.21,0.08,0.24,0.77,0.36,0.2,0.17,0.16,0.16,0.38,0.37,0.42,0.36,0.3,0.37,0.29,0,0,0.37,0.51,0.26,0.44,0.51,0.04,0.12,0.95,0.15,0.05,0.13,0.31,0.12,0.69,0.89,0.06,0.1,0.08,0.12,0.04,0.71,0.13,0.2,0.19,0.08,0.08,0.04,0.75,1,0.52,0.09,0.17
12,NA,NA,Gainesville,5,0.12,0.44,0.42,0.6,0.24,0.08,0.9,0.91,0.92,0.28,0.13,1,0.16,0.63,0.22,0.49,0.32,0.31,0.34,0.26,0.22,0.27,0.16,0.2,0.2,0.21,0.29,0.18,0.7,0.17,0.24,0.66,0.41,0.37,0.07,1,0.15,0.65,0.38,0.96,0.5,0.46,0.39,0.42,0.41,0.51,0.46,0.48,0.52,0.08,0.65,0.05,0.72,0.74,0.79,0.75,0.41,0.37,0.36,0.31,0.82,0.06,0.19,0.14,0.32,0.39,0.3,0.36,0.22,0.58,0,0.14,0.69,0.34,0.42,0.4,0.63,0.35,0.26,0.11,0.11,0.13,0.19,0.22,0.28,0.24,0.89,0.34,0.28,0.02,0.02,0.24,0.4,0.24,0.21,0.45,0.03,0.2,0.96,0.23,0.03,0.14,0.21,0.2,0.7,0.65,0.29,0.01,0.18,0.23,0.06,0.43,0.19,0.1,0.2,0.15,0.22,0.03,0.63,1,0.86,0.18,0.65
12,NA,NA,LauderdaleLakes,5,0.03,0.25,0.89,0.26,0.08,0.11,0.26,0.35,0.2,1,0.04,1,0.15,0.13,0.17,0.39,0.9,0.22,0.49,0.17,0.21,0.25,0.25,0.22,0.2,0.16,0.31,0.03,0.37,0.39,0.56,0.14,0.48,0.23,0.19,0.44,0.35,0.21,0.52,0.35,0.54,0.56,0.31,0.25,0.29,0.36,0.27,0.74,0.76,0.04,0.59,0.06,0.33,0.41,0.49,0.58,0.74,0.83,0.88,0.96,0.65,0.22,0.28,0.22,0.27,0.17,0.46,0.52,0.32,0.93,0,0.1,0.4,0.59,0.07,0.45,0.73,0.14,0.14,0.18,0.16,0.13,0.43,0.43,0.43,0.44,0.78,0.7,0.39,0,0,0.97,0.13,0.47,0.51,0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.64,0.27,NA,NA,NA,NA,0,NA,0.54
6,NA,NA,Tulare,5,0.04,0.65,0.12,0.48,0.15,0.63,0.51,0.52,0.32,0.33,0,0,0.22,0.46,0.38,0.22,0.45,1,0.34,0.19,0.16,0.22,0.17,0.12,0.11,0.19,0.23,0.06,0.57,0.65,0.69,0.11,0.61,0.37,0.38,0.34,0.58,0.22,0.51,0.37,0.62,0.6,0.72,0.48,0.46,0.43,0.51,0.22,0.28,0.04,0.44,0.03,0.36,0.46,0.48,0.56,0.3,0.34,0.32,0.35,0.48,0.48,0.57,0.56,0.71,0.62,0.79,0.42,0.55,0.5,0.5,0.02,0.86,0.47,0.15,0.37,0.67,0.34,0.31,0.14,0.13,0.13,0.23,0.26,0.29,0.29,0.69,0.59,0.31,0.01,0,0.35,0.66,0.4,0.68,0.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,0.19,0.01,NA,NA,NA,NA,0,NA,0.36
48,NA,NA,Keller,5,0.01,0.65,0.01,0.97,0.04,0.05,0.4,0.39,0.2,0.11,0.02,1,0.72,0.89,0.91,0.58,0.12,0.05,0.22,0.63,0.52,0.5,0.63,0.24,0.33,0.58,0.68,0,0.05,0.11,0.15,0.48,0.12,0.76,0.35,0.25,0.19,0.54,0.24,0.17,0.25,0.25,0.56,0.94,0.92,0.95,0.92,0.54,0.44,0,0.01,0,0,0.02,0.12,0.2,0,0,0.02,0.02,0.94,0.03,0.13,0.17,0.69,0.66,0.66,0.88,0.06,0.11,0.5,0.01,0.75,0.88,0.13,0.56,0.92,0.07,0.02,0.23,0.27,0.3,0.42,0.4,0.48,0.48,0.48,0.57,0.33,0,0,0.06,0.51,0.28,0.46,0.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,0.06,0.01,NA,NA,NA,NA,0,NA,0.13
48,NA,NA,FlowerMound,5,0.01,0.67,0.04,0.93,0.06,0.08,0.39,0.41,0.18,0.04,0.02,1,0.69,0.95,0.55,0.63,0.06,0.03,0.08,0.61,0.48,0.47,0.5,0.31,0.31,0.36,0.43,0,0.01,0.03,0.08,0.58,0.17,0.85,0.39,0.23,0.11,0.68,0.29,0.18,0.27,0.29,0.64,0.94,0.94,0.95,0.76,0.33,0.41,0,0.02,0,0.14,0.16,0.21,0.24,0.02,0.02,0.03,0.03,0.91,0.05,0.21,0.25,0.73,0.7,0.69,0.87,0.08,0.11,0.5,0.02,0.75,0.87,0,0.43,0.94,0.08,0,0.24,0.22,0.22,0.53,0.58,0.67,0.68,0.34,0.65,0.29,0,0,0.07,0.39,0.29,0.15,0.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09,0.04,0.02,NA,NA,NA,NA,0,NA,0.18
13,NA,NA,Marietta,5,0.05,0.21,0.4,0.64,0.11,0.06,0.34,0.73,0.48,0.31,0.07,1,0.26,0.67,0.24,0.35,0.3,0.21,0.29,0.29,0.37,0.42,0.25,0.23,0.21,0.28,0.3,0.05,0.37,0.24,0.31,0.45,0.31,0.63,0.24,0.29,0.24,0.45,0.75,0.62,0.83,0.82,0.31,0.43,0.45,0.56,0.27,0.56,0.56,0.03,0.34,0.01,0.5,0.64,0.74,0.82,0.18,0.2,0.21,0.22,0.87,0.1,0.17,0.12,0.21,0.29,0.25,0.15,0.13,0.78,0,0.17,0.39,0.16,0.12,0.2,0.79,0.34,0.18,0.17,0.18,0.24,0.42,0.41,0.42,0.43,0.53,0.41,0.31,0.04,0.02,0.15,0.42,0.19,0.2,0.08,0.06,0.67,0.93,0.8,0.1,0.77,0.41,0.67,0.58,0.93,0.08,0.02,0.06,0.07,0.16,0.79,0.28,0.06,0.18,0.07,0.19,0.05,0.79,0,1,0.52,0.35
48,NA,NA,Benbrook,5,0.02,0.35,0.08,0.87,0.2,0.07,0.3,0.45,0.24,0.29,0.03,1,0.55,0.76,0.34,0.7,0.27,0.05,0.62,0.57,0.51,0.5,0.45,0.44,0.38,0.47,0.54,0.01,0.1,0.06,0.12,0.57,0.18,0.68,0.64,0.35,0.15,0.73,0.41,0.3,0.42,0.43,0.37,0.81,0.81,0.93,0.73,0.4,0.5,0,0.06,0.01,0.21,0.22,0.27,0.34,0.07,0.07,0.08,0.09,0.87,0.05,0.1,0.11,0.38,0.49,0.23,0.62,0.08,0.36,0.5,0.03,0.76,0.56,0,0.2,0.81,0.1,0.05,0.19,0.18,0.17,0.37,0.35,0.43,0.36,0.12,0.24,0.21,0,0,0.15,0.48,0.49,0.52,0.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0.14,0,NA,NA,NA,NA,0,NA,0.06
1,NA,NA,Eufaula,5,0.01,0.46,0.67,0.47,0.02,0.01,0.49,0.48,0.3,0.45,0,0,0.17,0.5,0.27,0.24,0.51,0.58,0.28,0.2,0.2,0.29,0.15,0.09,0.25,0,0.48,0.02,0.54,0.59,0.66,0.24,0.48,0.42,0.86,0.27,0.75,0.32,0.52,0.37,0.57,0.57,0.52,0.47,0.41,0.53,0.59,0.66,0.7,0.02,0.47,0,0.3,0.22,0.18,0.15,0.01,0.01,0.01,0,0.98,0.02,0.26,0.24,0.47,0.49,0.46,0.56,0.21,0.44,0.5,0.03,0.58,0.56,0.11,0.56,0.67,0.72,1,0.07,0.07,0.11,0,0.06,0.09,0.08,0.28,0.19,0.43,0,0,0.01,0.67,0.59,0.66,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.17,0.02,0.01,NA,NA,NA,NA,0,NA,0.28
37,NA,NA,ChapelHill,5,0.05,0.52,0.24,0.73,0.27,0.03,1,1,1,0.24,0.06,1,0.31,0.7,0.44,0.75,0.28,0.1,0.38,0.53,0.38,0.42,0.22,0.17,0.27,0.22,0.33,0.04,0.42,0.11,0.09,1,0.24,0.4,0.1,1,0.07,0.81,0.22,1,0.28,0.27,0.28,0.58,0.63,0.79,0.48,0.49,0.55,0.01,0.26,0.02,0.98,0.86,0.85,0.78,0.57,0.44,0.4,0.33,0.83,0.08,0.08,0.06,0.22,0.35,0.21,0.28,0.08,0.67,0,0.06,0.71,0.25,0.03,0.28,0.71,0.12,0,0.3,0.34,0.4,0.37,0.35,0.4,0.37,0.63,0.5,0.19,0.01,0.01,0.24,0.36,0.12,0,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,0.2,0.31,NA,NA,NA,NA,0,NA,0.28
39,NA,NA,Miamisburg,5,0.01,0.46,0.02,0.98,0.04,0.01,0.39,0.45,0.27,0.38,0.03,1,0.34,0.6,0.32,0.48,0.45,0.28,0.6,0.35,0.29,0.28,0.17,0.25,0.15,0.26,0.4,0.01,0.19,0.32,0.39,0.23,0.22,0.54,0.66,0.29,0.48,0.34,0.48,0.24,0.44,0.47,0.45,0.71,0.72,0.69,0.61,0.5,0.47,0.01,0.15,0,0,0,0.06,0.06,0,0,0,0,0.97,0.01,0.13,0.14,0.47,0.53,0.36,0.63,0.06,0.4,0.5,0.01,0.91,0.59,0.15,0.43,0.52,0.22,0.07,0.13,0.14,0.14,0.23,0.25,0.25,0.26,0.38,0.18,0.22,0,0,0.02,0.75,0.53,0.8,0.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0.16,0.07,NA,NA,NA,NA,0,NA,0.08
21,NA,NA,Murray,5,0.01,0.51,0.11,0.9,0.05,0.01,1,0.96,1,0.52,0,0,0.09,0.3,0.59,0.44,0.69,0.28,0.61,0.18,0.16,0.15,0.19,0,0.08,0.01,0.15,0.02,0.52,0.45,0.42,0.43,0.44,0.29,0.27,0.88,0.35,0.46,0.27,0.85,0.36,0.33,0.23,0.55,0.63,0.59,0.52,0.58,0.68,0,0.18,0,0.95,0.9,0.73,0.62,0.13,0.11,0.08,0.06,0.95,0.02,0.01,0.02,0.18,0.22,0.19,0.49,0.05,0.55,0,0.02,0.74,0.47,0.08,0.35,0.54,0.31,0.2,0.08,0.09,0.1,0.07,0.1,0.1,0.09,0.53,0.28,0.56,0,0,0.05,0.58,0.31,0.27,0.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.16,0.02,NA,NA,NA,NA,0,NA,0.14
6,NA,NA,Paradise,5,0.02,0.26,0,0.96,0.06,0.06,0.23,0.19,0.1,1,0,0,0.19,0,0.16,0.59,0.97,0.56,1,0.22,0.26,0.25,0.05,0.2,0.21,0.31,0.27,0.02,0.29,0.22,0.38,0.23,0.48,0.04,0.16,0.55,0.3,0.37,0.53,0.15,0.55,0.57,0.22,0.57,0.59,0.62,0.68,0.29,0.36,0,0.08,0.01,0.14,0.12,0.12,0.13,0.04,0.03,0.03,0.03,0.92,0.04,0.12,0.12,0.27,0.23,0.36,0.66,0.14,0.76,0,0.03,0.81,0.68,0.18,0.45,0.67,0.11,0.09,0.22,0.21,0.24,0.29,0.3,0.34,0.32,0.64,0.63,0.26,0,0,0.12,0.54,0.43,0.52,0.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,0.11,0.03,NA,NA,NA,NA,0,NA,0.1
45,NA,NA,Simpsonville,5,0,0.51,0.2,0.83,0.04,0.03,0.4,0.52,0.26,0.2,0.02,1,0.39,0.84,0,0.41,0.24,0.17,0.22,0.39,0.29,0.29,0.26,1,0.36,0,0.57,0,0.09,0.27,0.36,0.34,0.18,0.78,0.84,0.24,0.59,0.43,0.45,0.25,0.52,0.51,0.51,0.72,0.75,0.85,0.7,0.81,0.75,0,0.13,0,0.09,0.32,0.31,0.37,0.01,0.05,0.04,0.04,0.96,0.02,0.1,0.12,0.54,0.59,0.41,0.66,0.09,0.39,0.5,0.01,0.77,0.63,0.03,0.17,0.79,0.17,0.28,0.12,0.1,0.11,0.3,0.29,0.33,0.31,0.05,0.26,0.58,0,0,0.06,0.62,0.53,0.59,0.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.18,0.01,NA,NA,NA,NA,0,NA,0.06
6,NA,NA,Pleasanton,5,0.07,0.48,0.03,0.86,0.35,0.12,0.42,0.47,0.29,0.13,0.08,1,0.79,0.83,0.17,0.67,0.15,0.12,0.32,0.74,0.68,0.66,0.51,0.34,0.54,0.6,0.65,0.01,0.05,0.05,0.09,0.6,0.14,0.82,0.36,0.33,0.16,0.64,0.44,0.37,0.48,0.47,0.48,0.8,0.83,0.85,0.7,0.49,0.58,0,0.05,0.03,0.24,0.27,0.34,0.35,0.13,0.13,0.14,0.13,0.85,0.05,0.13,0.14,0.53,0.59,0.36,0.69,0.08,0.33,0.5,0.04,0.84,0.65,0.03,0.12,0.79,0.01,0.04,0.84,0.81,0.81,0.85,0.77,0.93,0.8,0.52,0.78,0.17,0,0,0.22,0.5,0.36,0.4,0.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,0.26,0.09,NA,NA,NA,NA,0,NA,0.06
40,NA,NA,Muskogee,5,0.04,0.36,0.37,0.53,0.03,0.03,0.4,0.41,0.26,0.61,0,0,0.13,0.24,0.33,0.3,0.68,0.57,0.59,0.16,0.18,0.22,0.18,0.13,0.15,0.12,0.25,0.07,0.6,0.39,0.54,0.24,0.38,0.28,0.39,0.51,0.51,0.32,0.68,0.27,0.68,0.71,0.42,0.45,0.46,0.46,0.47,0.4,0.42,0.03,0.35,0,0.34,0.42,0.41,0.47,0.02,0.03,0.02,0.02,0.95,0.03,0.22,0.19,0.36,0.35,0.4,0.55,0.12,0.56,0,0.14,0.37,0.56,0.29,0.7,0.42,0.66,0.24,0.04,0.04,0.05,0.09,0.13,0.13,0.13,0.57,0.35,0.47,0.04,0,0.03,0.72,0.52,0.74,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.09,0,NA,NA,NA,NA,0,NA,0.48
18,NA,NA,Clarksville,5,0.02,0.33,0.07,0.93,0.03,0.01,0.4,0.49,0.32,0.48,0.03,1,0.23,0.55,0.28,0.46,0.51,0.22,0.58,0.25,0.24,0.23,0.24,0.1,0.08,0.19,0.14,0.02,0.24,0.33,0.43,0.14,0.35,0.5,0.47,0.26,0.55,0.23,0.67,0.32,0.72,0.73,0.37,0.55,0.57,0.63,0.61,0.68,0.66,0,0.11,0,0.42,0.58,0.52,0.44,0.03,0.03,0.03,0.02,0.97,0.04,0.12,0.11,0.33,0.43,0.24,0.52,0.07,0.55,0,0.02,0.78,0.47,0.18,0.26,0.56,0.25,0.07,0.09,0.07,0.06,0.23,0.23,0.23,0.23,0.42,0.18,0.32,0.01,0,0.02,0.46,0.56,0.58,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.19,0.02,NA,NA,NA,NA,0,NA,0.09
6,NA,NA,Whittier,5,0.11,0.52,0.02,0.6,0.2,0.72,0.42,0.51,0.35,0.44,0.12,1,0.43,0.59,0.19,0.46,0.45,0.3,0.52,0.45,0.44,0.49,0.4,0.24,0.4,0.33,0.42,0.05,0.19,0.26,0.34,0.33,0.27,0.51,0.47,0.41,0.4,0.44,0.46,0.49,0.56,0.54,0.54,0.59,0.55,0.67,0.54,0.43,0.39,0.04,0.28,0.08,0.34,0.42,0.44,0.51,0.38,0.41,0.4,0.42,0.51,0.38,0.4,0.37,0.53,0.52,0.54,0.47,0.46,0.59,0,0.06,0.87,0.48,0.15,0.26,0.35,0.15,0.2,0.55,0.56,0.6,0.58,0.56,0.64,0.55,0.61,0.63,0.14,0.04,0,0.47,0.57,0.53,0.83,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0.52,0.13,NA,NA,NA,NA,0,NA,0.19
6,NA,NA,WestCovina,5,0.14,0.72,0.17,0.39,1,0.64,0.48,0.55,0.37,0.26,0.15,1,0.51,0.74,0.2,0.4,0.31,0.37,0.41,0.47,0.37,0.41,0.36,0.31,0.32,0.36,0.45,0.07,0.19,0.22,0.32,0.32,0.28,0.59,0.41,0.33,0.37,0.39,0.43,0.5,0.55,0.51,0.76,0.64,0.6,0.75,0.62,0.48,0.44,0.06,0.29,0.16,0.35,0.41,0.5,0.56,0.61,0.63,0.71,0.72,0.33,0.37,0.64,0.65,0.79,0.78,0.74,0.6,0.61,0.42,0.5,0.05,0.9,0.6,0.12,0.16,0.52,0.11,0.17,0.55,0.54,0.51,0.72,0.67,0.74,0.67,0.67,0.7,0.19,0,0,0.75,0.48,0.5,0.81,0.74,0.01,0.08,0.98,0.1,0.05,0.19,0.66,0.08,0.36,0.4,0.09,0.19,0,0.19,0.04,0.29,0.75,0.04,0.5,0.17,0.04,0.03,0.7,0.5,1,0.14,0.26
42,3,84512,Whitehall,5,0.01,0.28,0.01,0.99,0.02,0.01,0.24,0.3,0.2,0.78,0.02,1,0.37,0.36,0.13,0.81,0.71,0.1,0.83,0.42,0.44,0.42,0.52,0.09,0.15,0.02,0.91,0.01,0.16,0.14,0.21,0.47,0.22,0.37,0.21,0.56,0.17,0.56,0.31,0.31,0.29,0.31,0.32,0.8,0.84,0.75,0.65,0.52,0.4,0,0.04,0,0.14,0.2,0.22,0.19,0.02,0.02,0.02,0.02,0.94,0.01,0.09,0.09,0.29,0.39,0.06,0.75,0.01,0.42,0.5,0.01,0.91,0.67,0.12,0.22,0.31,0.07,0,0.16,0.14,0.14,0.27,0.28,0.45,0.22,0.49,0.34,0.44,0,0,0.05,0.91,0.84,0.93,0.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.37,0.76,NA,NA,NA,NA,0,NA,0.02
18,NA,NA,Munster,5,0.02,0.49,0.01,0.93,0.22,0.05,0.37,0.31,0.21,0.56,0.03,1,0.61,0.53,0.18,0.83,0.65,0.03,0.66,0.57,0.56,0.52,0.51,0,0.95,0.59,0.53,0,0.02,0.17,0.19,0.54,0.12,0.5,0.45,0.6,0.14,0.73,0.13,0.28,0.15,0.14,0.49,0.94,0.95,0.98,0.84,0.55,0.47,0,0.03,0.01,0.1,0.09,0.1,0.16,0.04,0.03,0.03,0.05,0.83,0.08,0.17,0.19,0.53,0.54,0.19,0.94,0.02,0.21,0.5,0.01,0.94,0.9,0,0.36,0.56,0.01,0,0.23,0.23,0.25,0.46,0.41,0.41,0.45,0.32,0.18,0.28,0,0,0.18,0.54,0.78,0.79,0.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.22,0.25,NA,NA,NA,NA,0,NA,0.08
6,NA,NA,Roseville,5,0.06,0.46,0.02,0.88,0.2,0.2,0.36,0.41,0.22,0.34,0.07,1,0.47,0.6,0.12,0.54,0.37,0.34,0.51,0.47,0.42,0.4,0.95,0.21,0.42,0.4,0.5,0.03,0.17,0.14,0.2,0.38,0.29,0.57,0.23,0.32,0.27,0.49,0.57,0.28,0.61,0.62,0.46,0.65,0.68,0.72,0.55,0.52,0.57,0.01,0.14,0.02,0.25,0.34,0.36,0.44,0.11,0.13,0.13,0.15,0.84,0.12,0.19,0.19,0.49,0.51,0.45,0.6,0.17,0.45,0.5,0.06,0.74,0.59,0.12,0.2,0.83,0.16,0.18,0.36,0.4,0.41,0.45,0.49,0.58,0.5,0.64,0.66,0.19,0.08,0.03,0.19,0.56,0.27,0.16,0.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09,0.12,0.05,NA,NA,NA,NA,0,NA,0.22
25,21,9175,Brookline,5,0.07,0.23,0.06,0.81,0.51,0.05,0.26,0.53,0.33,0.46,0.09,1,0.56,0.56,0.27,0.75,0.4,0.18,0.28,0.7,0.82,0.86,0.5,0.09,0.39,0.24,0.42,0.04,0.22,0.1,0.09,1,0.27,0.59,0.14,1,0.06,1,0.29,0.74,0.36,0.35,0.33,0.67,0.72,0.84,0.49,0.52,0.59,0.01,0.15,0.08,0.67,0.64,0.62,0.61,1,0.84,0.74,0.67,0.62,0.2,0.19,0.12,0.21,0.36,0.18,0.34,0.1,0.7,0,0.05,0.87,0.29,0.05,0.4,0,0.03,0.07,0.95,1,1,0.52,0.62,0.95,0.59,0.39,0.54,0.61,0.01,0,0.64,0.38,0.51,0.3,0.33,0.02,0.24,0.97,0.27,0.02,0.15,0.21,0.24,0.8,0.94,0.09,0,0,0.06,0.01,0.43,0.04,0.02,0.67,1,0.02,0.01,0.67,0,0.29,0.14,0.2
42,91,77152,Towamencin,5,0.01,0.47,0.05,0.9,0.24,0.02,0.39,0.4,0.24,0.32,0.02,0.96,0.61,0.72,0.19,0.75,0.36,0.09,0.36,0.64,0.49,0.48,0.44,0.88,0.3,0.21,0.37,0,0.06,0.12,0.19,0.59,0.1,0.71,0.71,0.36,0.27,0.64,0.28,0.35,0.34,0.32,0.59,0.85,0.88,0.96,0.73,0.4,0.55,0,0.1,0,0.33,0.29,0.41,0.37,0.11,0.09,0.11,0.09,0.89,0.08,0.23,0.22,0.52,0.65,0.21,0.74,0.04,0.35,0.5,0.01,0.89,0.65,0.08,0.16,0.75,0.02,0.13,0.37,0.41,0.41,0.3,0.51,0.56,0.53,0.49,0.48,0.32,0,0,0.14,0.72,0.58,0.65,0.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0.12,0.1,NA,NA,NA,NA,0,NA,0.03
13,NA,NA,Snellville,5,0,0.66,0.01,0.98,0.04,0.01,0.49,0.44,0.29,0.25,0.02,1,0.58,0.76,0.27,0.63,0.31,0.11,0.43,0.54,0.42,0.41,0.37,0.09,0,0.15,0.45,0,0.06,0.11,0.19,0.34,0.14,0.67,0.27,0.3,0.19,0.49,0.19,0.24,0.3,0.26,0.58,0.86,0.88,0.87,0.84,0.31,0.57,0,0.05,0,0.45,0.75,0.67,0.57,0.05,0.07,0.06,0.04,0.96,0.01,0.16,0.2,0.7,0.66,0.69,0.83,0.03,0.07,0.5,0.01,0.78,0.84,0,0.22,0.81,0.03,0.21,0.24,0.21,0.2,0.51,0.45,0.49,0.52,0.51,0.47,0.37,0,0,0.04,0.5,0.59,0.53,0.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.11,0,NA,NA,NA,NA,0,NA,0.03
